file,location,before,after,replacements
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/de-la-riva/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/de-la-riva/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/dominant-position/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/dominant-position/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/dominant-position/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/dominant-position/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/dominant-position/index.html,text<p>,"Dominant Position is a common BJJ term used in class to describe a key position, movement, or concept.","Dominant Position is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/dominant-position/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/dominant-position/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg/index.html,text<p>,"Double Leg is a common BJJ term used in class to describe a key position, movement, or concept.","Double Leg is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg-defense/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg-defense/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg-defense/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg-defense/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg-defense/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/double-leg-defense/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/drilling/index.html,text<p>,"You see drilling during class instruction, partner reps, warmup movement reviews, and open mat sessions. Some drills are very technical, while others are simple movement patterns meant to build better habits.","You see drilling during semi-private class instruction, partner reps, warmup movement reviews, and open mat sessions. Some drills are very technical, while others are simple movement patterns meant to build better habits.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/drilling/index.html,text<h3>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/elbow-knee-escape/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/elbow-knee-escape/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/elbow-knee-escape/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/elbow-knee-escape/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/elbow-knee-escape/index.html,text<p>,"Elbow Knee Escape is a common BJJ term used in class to describe a key position, movement, or concept.","Elbow Knee Escape is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/elbow-knee-escape/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/elbow-knee-escape/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/escape/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/escape/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/escape/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/escape/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/escape/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/escape/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/flower-sweep/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/flower-sweep/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/flower-sweep/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/flower-sweep/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/flower-sweep/index.html,text<p>,"Flower Sweep is a common BJJ term used in class to describe a key position, movement, or concept.","Flower Sweep is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/flower-sweep/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/flower-sweep/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame/index.html,text<p>,"Frame is a common BJJ term used in class to describe a key position, movement, or concept.","Frame is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame-recovery/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame-recovery/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame-recovery/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame-recovery/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame-recovery/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frame-recovery/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/frames/index.html,text<h3>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/front-headlock/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/front-headlock/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/front-headlock/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/front-headlock/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/front-headlock/index.html,text<p>,"Front Headlock is a common BJJ term used in class to describe a key position, movement, or concept.","Front Headlock is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/front-headlock/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/front-headlock/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/gi/index.html,text<p>,Beginners often wonder whether they need special knowledge before trying gi class. They do not. Understanding the uniform reduces that friction.,Beginners often wonder whether they need special knowledge before trying gi semi-private class. They do not. Understanding the uniform reduces that friction.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/gi/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/gi/index.html,text<li>,You see it on class schedules,You see it on semi-private class schedules,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/gi/index.html,text<li>,and beginner checklists before class one,and beginner checklists before semi-private class one,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/gi/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/gi/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/gi/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/gi/index.html,text<p>,"Gi is a common BJJ term used in class to describe a key position, movement, or concept.","Gi is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/gi/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/gi/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind/index.html,text<p>,"Go Behind is a common BJJ term used in class to describe a key position, movement, or concept.","Go Behind is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind-defense/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind-defense/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind-defense/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind-defense/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind-defense/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/go-behind-defense/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/granby-roll/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/granby-roll/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/granby-roll/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/granby-roll/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/granby-roll/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/granby-roll/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip/index.html,text<p>,"Grip is a common BJJ term used in class to describe a key position, movement, or concept.","Grip is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip-fighting/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip-fighting/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip-fighting/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip-fighting/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip-fighting/index.html,text<p>,"Grip Fighting is a common BJJ term used in class to describe a key position, movement, or concept.","Grip Fighting is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip-fighting/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/grip-fighting/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pass/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pass/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pass/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pass/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pass/index.html,text<p>,"Guard Pass is a common BJJ term used in class to describe a key position, movement, or concept.","Guard Pass is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pass/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pass/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pull/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pull/index.html,text<li>,and classes where students practice controlled entries to the ground,and semi-private classes where students practice controlled entries to the ground,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pull/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pull/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pull/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pull/index.html,text<p>,"Guard Pull is a common BJJ term used in class to describe a key position, movement, or concept.","Guard Pull is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pull/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-pull/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-recovery/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-recovery/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-recovery/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-recovery/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-recovery/index.html,text<p>,"Guard Recovery is a common BJJ term used in class to describe a key position, movement, or concept.","Guard Recovery is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-recovery/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-recovery/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-retention/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-retention/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-retention/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-retention/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-retention/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guard-retention/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family’s routine.,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guillotine/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guillotine/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guillotine/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guillotine/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/bjj-glossary/guillotine/index.html,text<p>,"Guillotine is a common BJJ term used in class to describe a key position, movement, or concept.","Guillotine is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
